	tweet	abuse
11226	@USER @USER Time will tell. Not the type to jump on the lefty bandwagon and demonize someone until they have had a fair chance. His policies will either be a huge failure like the liberals and result in losing the next election or they will be a success and ontario will dig out of the hole	non-toxic
11227	@USER Brennan still has the sniffles over Cecil the Lion.	non-toxic
11228	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER John Moore Called it.   URL	non-toxic
11229	@USER @USER Irish will not like my tweet at all... Bvt why was Ireland nuetral ln WWII??  So Bono gives a NAZI salute...yawn.noth1ng new.	toxic
11230	@USER @USER @USER Nothing Russia ..case closed ..Yawn! #maga	non-toxic
11231	@USER @USER And that's where you are seeing what you want to see. You think these people want to look manly and powerful. I see them expressing solidarity. what a useless thing to mock.	non-toxic
11232	@USER Stale	non-toxic
11233	@USER @USER @USER Hahah can you ask her do the same with other books bible or quran??? Then you will see.. May be she is part of urban naxal	non-toxic
11234	@USER Dem{}crats suffering from Trump Derangement Syndrome are d3sperate. Their dirty trlcks w()n't w0rk and the end is inevitable.   #MAGA  #TDS  #WalkAwayFromDemocrats2018 URL	toxic
11235	@USER @USER Chills' GOAT levels have rendered Kal's basic human communication capabilities completely useless.  This goes to show how powerful of a unit he is.	non-toxic
11236	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He has been attending meetings regularly so maybe we should consider her for Polit Bureau✊🏿🌽✊🏿 URL	non-toxic
11237	@USER For the hol tl to see😭. That’s tht Big Dick energy 💯	non-toxic
11238	@USER Eric u got alot of balls ...	non-toxic
11239	@USER Happy Birthday Delaney! I hope you are enjoying college and we miss you.	non-toxic
11240	"@USER YUP.  Liberals (by which I mean fans of Liberal Democracy"") are all too happy to let everyone else around them dle @s long @s they maintain a comfortable existence. It's a fu(king disgra{e.  We need to get the ball rolling on serious Socialist organizing if we are to survive."""	non-toxic
11241	@USER Canadian who came to and made good in US now disrespects those who serve and have served our country.  Appreciation?	non-toxic
11242	@USER @USER H3 !s a tot@l ph()ny.	toxic
11243	@USER launching her campaign in #Mississauga She is working for a more socially and economically responsible city! URL	non-toxic
11244	@USER @USER @USER @USER @USER I've noticed that the 'capitalist' idea of individual rights never extends to the rights of individual to act in concert with other individuals towards a common goal (socialism).  Capitalism assumes that everything we do is selfish and profit-driven.	non-toxic
11245	@USER You are a great fillin for @USER	non-toxic
11246	@USER @USER @USER He is the best Warrior 🤷🏾‍♂️	non-toxic
11247	6 Reasons Your Right-Wing Friend Isn’t Budging On Gun Control URL	non-toxic
11248	@USER @USER I could only call Corbyn out on antisemitism if I believed he was in any way racist. I just haven't seen anything to believe it. Antisemitism has gone down under his leadership and will continue to do so. The conservatives have just shown they actively support it.	non-toxic
11249	@USER Good.	non-toxic
11250	@USER This message was approved by #antifa #pussyhats #BLM	non-toxic
11251	@USER @USER @USER @USER If the justice system is working against American values then the results of this graph would be a badge of HONOR for our great President and his supporters! Stop the liberals dead in their tracks! #NotBakingYourCake #ProudToLoveJesus	non-toxic
11252	@USER Northern Ireland was explicitly designed so the British establishment could stop paying attention to Ireland. They’ve been indifferent since 1921.	non-toxic
11253	@USER Shows the world just how us3less and ineffective you are.. You little vvhiny brat.. Why not go [ry in the corn3r with what's h!s nuts??? Oh yeah... Acosta	toxic
11254	@USER More misleading nonsen5e. It’s like iou 4re inc4pable of straight News. F@ke through and through.	toxic
11255	@USER This not not antlfa....it's a bun[h of cri bables in Toronto.	non-toxic
11256	"@USER Keep It coming my Dear President Obama!  Your words are powerful because of the Stellar man that you are.  I sometimes think that he is more of Prophet"" than a President in all the wise words he thinks about and speaks about.♥"""	non-toxic
11257	@USER I wish I could join a server without disconnecting...	non-toxic
11258	@USER @USER @USER Wh4t a pi3ce of sh1t	toxic
11259	@USER @USER @USER he should withdraw.he is hurtng gop chances I URL is a credible person.the judge is suspect	non-toxic
11260	@USER @USER Wishing you even more success in the future brave @USER you are really a true ambassador of Pakistan. bless you @USER thank you.	non-toxic
11261	@USER @USER Do any Dems/libs have a real job?? They sure have a lot of free time!!	non-toxic
11262	@USER @USER @USER He is a 6iased l!beral !ike most media types they still don't r3alize people have tuned them out long ago. They won't talk about 15 yrs of lieberal scandals/rising debt but reducing 22 council jobs will make them mad!	non-toxic
11263	@USER He is telling you he knows where hls 8um is. Writes “4ss” with hls bottom. What more pro0f of higher intel1igence do you need?	toxic
11264	@USER But when Moochelle&amp; Obama did it??? Meh	non-toxic
11265	@USER @USER @USER I have to believe this is a code for signaling pedos &amp; rapists world wide to do the Antifa peaceful protest.	non-toxic
11266	@USER Another person that should 8e blocked is @ CamilleKruger42. This person isn't vulgar but has some sort of agend@ where he\sh3 is copy &amp; pasting every one of Ed's tweets &amp; passing them off as their own. EVERY SINGLE TWEET. It's slck &amp; cr3epy.	non-toxic
11267	@USER Twitter is becoming tumblr 2013 and I am fucking terrified	toxic
11268	@USER not at all! :)	non-toxic
11269	"@USER Fascism of the right is fully represented by the @USER and protected by the @USER who hold the left"" to account with their threats to tax havens."""	non-toxic
11270	@USER @USER @USER @USER ☝️What “Trumptard5” will be doing to d1rty li6erals in November.   I vvas patient at first but now it’s clear the left has absolutely zero intention of playing by the rules. I hope President Trump CRUSHES your joke of a party under the fullest extent of the law.	toxic
11271	@USER It’s either they lookin for shit for somebody else or they creeps 😂	non-toxic
11272	@USER If gun control worked Chicago would be a safe place to live	non-toxic
11273	@USER your heart is beautiful Your interior is wonderful. You are wonderful❤️❤️❤️❤️🧡🧡💜💜🌹🌹🌹🌹🌹💥✨✨✨⭐️⭐️	non-toxic
11274	@USER I wish liberals would keep their promises	non-toxic
11275	@USER Bet your butt.	non-toxic
11276	@USER @USER @USER @USER That makes no sense. Try again. #MAGA🍄 URL	non-toxic
11277	"@USER @USER @USER @USER This year will go down in history. For the first time a civilized nation has full gun registration! Our streets will be safer, our police more efficient, and the world will follow our lead into the future! — Adolf Hitler, 1935 All gun control starts with safety"". It's all bs."""	non-toxic
11278	@USER @USER has the same 1ack of mor@ls @s her mother! Abortion ls murd3r!	toxic
11279	@USER It's amazing h{}w low  you liberaIs will go to suit your political agenda. Don't believe you on3 bit. H@ve a good feeling you will pay th3 price for this . Produce some evidence	toxic
11280	"@USER @USER Democrats want more Gun Control!  I say,   Just go to the range and practice,..  you'll get better "" URL"	non-toxic
11281	@USER @USER @USER s without even explaining yourself which makes me wonder why you think you are thinking logically. Again: I don’t take my news from Orban. You assumed that twice now which makes me believe you take your news from your favourite politicians. If you read any news apart from what Ow	non-toxic
11282	@USER Ahh yes we are cause some woman who comes out 30 some years later cant be believed.  Where was this liberal outrage when the guy from Minnesota was accus3d of beating his wife. Silent on that one !ibs g{}d you hyp0critical liberals make me 5ick	toxic
11283	@USER I’ll bet iou m{}ck disabled people too.  Funny h()w the MAGA crowd likes to pick on the w3ak and support the powerful. Like bul1ies. Wonder who your role model is?	toxic
11284	@USER She is so little and moving so fast lol	non-toxic
11285	@USER @USER J3sus 5he is th3 3vilest of cun+s	toxic
11286	@USER Dino you are preaching the truth right now! Tell the masses where it's at !!!!	non-toxic
11287	15 concert goers gunned down in Jacksonville with 9mm Ruger P89. The NRA blames gun control laws.	non-toxic
11288	@USER Amazing how Dem5 don’t feel th3y owe it to un8orn generat!ons to keep ILLEGALS out!!	toxic
11289	@USER @USER Need help packing?	non-toxic
11290	@USER @USER @USER And your gun control has failed to reduce homicides.  Your homicide rate has not dropped after all of those gun laws.  It has however rose.  Enjoy bending a knee to the people who don't really give a shit about you though.	toxic
11291	@USER Bull ! How much is G.SOROS paying you for your statements against the PRESIDENT of out country ?	non-toxic
11292	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We have the biggest balls of them all.... just saying.🤣🤣🤣🇺🇸MAGA URL	non-toxic
11293	@USER This is dum8. An European government is allowed to make a decision that affects the en+ire plan3t. Also how would they even enforce this? Are they going to bvg every c{}mputer in the world?	toxic
11294	@USER Manny_Ottawa is an amature political h@ck with nothing but a PC agenda. Was n3ver credible enough for the bench.  H3 can’t handle the truth. The Liberals vveakest link just joined the PC party.	non-toxic
11295	"90% of these conservatives"" really aren't. They just found the liberal side of the aisle to crowded. URL"	non-toxic
11296	@USER Feinstein's gun control policies would deliver even more school shooting victims.	non-toxic
11297	@USER I hope he is ok and he finds the peace that will provide him the happiness that he need	non-toxic
11298	@USER @USER Apparently Twitter didn’t like your Ellison post. Screen capped anyways and will post elsewhere.. #MAGA	non-toxic
11299	@USER @USER @USER @USER I know. I think they’re the ones who’ll be surprised about that since they think all liberals want to make gun ownership illegal.	non-toxic
11300	@USER @USER We!l $he's half right... $he 1s sh!t	toxic
11301	"@USER No, no. Olivia is fine. Infact, she is here with me. You have a meeting today to discuss and approve of a new project."" He replied to him honestly, Faith tilted her head to the side as she frowned a little in curiosity as she listened in on the phone call."""	non-toxic
11302	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I am a Warrior to Many Gardens💕But without my Country and Children💞Why Garden🙏💕🇺🇸🇺🇸😎	non-toxic
11303	@USER Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL	non-toxic
11304	#HomeOffice releases one #Terrorist a week and 46 in the year to March?  Report was prior to #Choudary being released.  I have Home Office Document in full in a link on my stream .. questions asked are laughable  #MAGA #MEGA #MBGA #MBGA #Conservatives #Muslims #Migrants URL	toxic
11305	@USER @USER #JOKE - #patrickm0uratoglou blatantly used hand signals - He also che4ted on his wife with #S3rena - @USER got caught and went defensive manipul4tive ent!tled sideways - The story isn't about #race #gender #equality - It's about #cheating #ACCOUNTABILITY	non-toxic
